 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42
293,2294.536,2361.017,3963.588,1520.751,3100.040,3546.386,4195.334,3162.536,1976.298,5565.090,5193.600,1486.660,1948.104,2326.020,1994.671,1825.930,969.165,1678.840,4726.055,5499.645,1632.481,1359.524,1102.584,1098.500,1099.124,967.900,1337.375,3318.473,1038.486,1434.608,1027.237,2626.598,1150.059,1430.776,1081.305,2161.520,3452.311,3365.576,2552.667,2980.860,1909.153,4271.248
294,2299.524,2364.011,3965.912,1522.783,3103.715,3551.020,4203.330,3168.286,1978.418,5575.352,5203.822,1492.713,2029.949,2329.419,1996.573,1827.091,968.664,1682.811,4733.406,5517.597,1634.793,1363.366,1102.766,1101.057,1100.175,969.565,1340.474,3324.755,1039.967,1435.677,1028.544,2627.824,1151.553,1434.821,1083.800,2165.518,3459.815,3380.779,2559.616,2984.182,1908.566,4280.095
295,2305.445,2362.993,3962.320,1524.450,3100.335,3546.129,4197.655,3164.221,1977.677,5569.350,5197.814,1500.707,2109.346,2326.971,1995.383,1826.425,970.975,1681.324,4731.866,5517.033,1633.914,1363.744,1102.741,1099.621,1100.603,968.146,1342.184,3331.502,1039.792,1432.676,1027.162,2626.093,1150.111,1432.886,1082.988,2163.737,3455.623,3392.319,2555.911,2983.705,1910.464,4279.310
296,2308.336,2362.477,3958.139,1525.734,3102.702,3545.681,4192.831,3159.647,1975.489,5570.154,5195.172,1508.874,2196.876,2325.841,1995.555,1825.151,968.547,1681.173,4736.267,5516.992,1633.541,1363.208,1102.561,1101.020,1099.868,968.158,1341.000,3336.590,1039.595,1432.877,1028.538,2629.674,1149.955,1432.455,1083.349,2168.277,3452.951,3406.689,2552.967,2981.109,1906.614,4275.599
297,2312.260,2361.365,3963.674,1527.904,3103.810,3553.013,4198.234,3164.186,1977.087,5570.108,5197.897,1521.377,2285.749,2326.870,1998.130,1826.772,968.987,1682.700,4739.175,5532.067,1635.113,1363.138,1102.215,1101.966,1099.696,969.315,1344.920,3348.277,1041.062,1434.541,1028.448,2630.588,1151.910,1434.022,1084.224,2169.072,3458.296,3422.848,2554.809,2984.142,1909.257,4279.691
298,2319.524,2360.285,3960.848,1532.280,3102.910,3553.125,4197.819,3165.145,1978.139,5573.509,5194.535,1537.234,2368.751,2327.487,1999.701,1827.336,969.140,1681.467,4734.795,5537.847,1633.651,1363.626,1101.487,1100.988,1100.195,967.735,1344.967,3349.906,1041.091,1434.089,1027.579,2630.298,1151.115,1432.184,1082.346,2170.000,3454.395,3432.810,2553.730,2983.773,1910.602,4282.459
299,2326.183,2361.935,3960.767,1531.236,3100.089,3556.673,4196.422,3158.141,1976.677,5570.216,5192.592,1553.397,2457.385,2325.568,1994.285,1825.530,970.166,1681.429,4742.751,5538.811,1633.788,1363.827,1102.317,1102.160,1099.909,968.284,1345.140,3352.535,1040.181,1432.316,1028.823,2624.960,1150.393,1433.032,1084.415,2174.190,3455.473,3449.352,2552.646,2983.004,1908.058,4287.152
300,2329.054,2363.588,3963.967,1533.338,3100.409,3559.640,4201.614,3160.199,1979.529,5574.404,5197.924,1574.244,2538.569,2326.997,1994.044,1826.119,971.997,1682.350,4731.574,5548.938,1634.884,1366.444,1102.678,1101.556,1100.536,968.702,1346.568,3352.573,1042.197,1433.201,1029.550,2628.257,1150.787,1436.002,1085.408,2177.750,3461.238,3463.719,2553.172,2982.735,1908.974,4288.126
301,2331.059,2363.715,3962.040,1536.276,3100.865,3562.301,4199.561,3160.083,1976.476,5568.714,5197.675,1593.277,2610.540,2325.691,1989.989,1828.046,969.422,1680.932,4737.390,5547.492,1633.550,1366.269,1104.461,1101.752,1100.278,968.404,1346.292,3355.236,1041.439,1434.395,1027.350,2627.126,1151.748,1433.248,1084.543,2180.409,3458.439,3478.992,2554.884,2983.153,1907.344,4289.233
302,2336.381,2364.694,3961.015,1538.679,3102.504,3563.950,4198.101,3158.011,1976.946,5566.260,5197.272,1610.941,2678.911,2326.075,1989.403,1827.387,970.102,1681.365,4743.205,5557.480,1633.180,1367.056,1104.386,1101.824,1101.510,967.532,1348.273,3361.136,1040.362,1435.310,1026.882,2628.842,1152.380,1436.260,1085.497,2183.326,3460.581,3490.205,2552.500,2983.119,1909.585,4290.073
303,2344.767,2363.122,3962.976,1539.354,3104.371,3565.800,4201.124,3154.396,1976.459,5567.616,5196.869,1630.672,2733.484,2326.250,1985.826,1827.308,967.816,1682.328,4740.021,5569.851,1636.398,1368.742,1104.026,1103.397,1100.981,968.705,1350.061,3368.826,1042.195,1435.098,1028.760,2625.341,1151.949,1437.055,1086.655,2185.566,3459.235,3509.615,2555.573,2983.752,1910.797,4296.456
304,2349.285,2363.465,3957.395,1538.801,3107.153,3568.931,4193.807,3156.772,1977.854,5568.376,5196.863,1647.990,2776.048,2326.427,1984.183,1827.626,968.188,1681.321,4738.315,5574.282,1633.357,1368.351,1105.915,1100.197,1100.953,968.472,1350.436,3370.254,1040.368,1433.441,1025.656,2626.956,1152.309,1435.534,1085.189,2185.308,3456.150,3523.056,2548.610,2983.767,1908.173,4294.789
305,2353.549,2361.952,3961.544,1540.447,3101.127,3569.594,4195.972,3149.399,1977.261,5565.833,5195.207,1661.919,2813.478,2327.165,1982.508,1826.425,968.586,1680.195,4739.751,5581.129,1635.598,1370.231,1106.063,1100.997,1100.340,969.507,1353.246,3373.244,1040.146,1434.506,1027.959,2628.004,1151.682,1437.646,1084.671,2186.392,3454.773,3540.104,2550.099,2983.538,1908.245,4297.283
306,2357.276,2364.877,3961.062,1542.457,3106.227,3573.603,4198.115,3160.938,1977.344,5572.560,5200.707,1674.458,2843.995,2327.330,1983.762,1826.473,969.957,1681.693,4744.896,5583.099,1635.086,1367.829,1106.189,1101.607,1100.392,969.129,1355.083,3378.404,1041.868,1433.506,1028.452,2630.594,1152.355,1438.796,1085.258,2188.192,3459.514,3556.810,2550.723,2982.063,1910.343,4300.412
307,2362.092,2363.071,3955.847,1543.511,3102.481,3575.700,4195.184,3157.016,1977.302,5568.045,5196.911,1682.914,2862.923,2325.747,1982.243,1824.306,968.354,1679.071,4744.784,5590.696,1634.902,1370.708,1105.790,1100.514,1101.539,969.388,1354.591,3379.480,1040.502,1433.301,1028.722,2628.719,1152.177,1439.307,1085.285,2190.590,3455.326,3572.136,2548.843,2984.392,1907.825,4297.696
308,2367.127,2359.281,3954.215,1544.306,3103.313,3578.532,4195.602,3151.875,1976.788,5567.133,5195.445,1689.548,2876.417,2322.184,1980.389,1824.436,972.716,1680.293,4738.079,5591.147,1636.016,1374.183,1107.316,1101.180,1100.315,968.651,1355.717,3385.135,1041.048,1433.933,1027.289,2627.693,1152.816,1437.849,1084.961,2192.701,3457.745,3587.750,2546.621,2982.476,1907.628,4297.789
309,2371.080,2361.354,3955.468,1544.488,3103.290,3584.284,4191.846,3156.084,1975.299,5565.573,5195.971,1695.731,2890.924,2323.379,1982.033,1826.206,969.394,1680.662,4743.204,5607.896,1636.310,1372.654,1107.058,1100.653,1101.908,968.757,1355.321,3386.027,1041.779,1433.825,1028.565,2628.199,1152.489,1438.438,1083.439,2194.095,3456.421,3605.925,2549.133,2980.349,1906.556,4301.922
310,2373.138,2358.473,3953.400,1548.420,3099.476,3585.424,4192.048,3151.919,1973.885,5560.687,5194.781,1694.999,2898.757,2323.021,1978.254,1824.748,968.086,1680.426,4740.021,5605.494,1635.432,1373.124,1108.432,1098.820,1100.799,967.707,1357.146,3391.392,1041.017,1431.231,1029.236,2625.749,1151.953,1436.026,1084.216,2194.810,3457.842,3617.381,2546.941,2978.348,1905.171,4299.694
311,2378.886,2356.146,3950.512,1551.226,3103.854,3588.614,4190.565,3153.957,1976.005,5557.674,5190.277,1697.508,2904.631,2321.343,1975.377,1823.925,971.812,1679.530,4739.489,5608.522,1633.484,1374.173,1106.417,1100.101,1102.233,967.587,1357.805,3392.735,1042.564,1430.000,1029.153,2626.259,1151.327,1437.791,1084.633,2192.702,3455.151,3633.276,2548.552,2980.439,1906.533,4300.441
312,2380.870,2362.245,3951.544,1554.349,3102.889,3591.513,4190.169,3152.119,1975.674,5566.592,5196.453,1699.060,2916.774,2323.295,1976.696,1826.125,969.909,1682.297,4742.123,5625.665,1634.854,1374.398,1108.110,1102.165,1101.425,968.539,1360.781,3397.328,1042.952,1430.639,1029.375,2624.479,1151.845,1438.212,1084.821,2196.733,3457.705,3651.937,2547.716,2982.075,1907.406,4306.480
313,2383.778,2360.911,3951.261,1555.598,3103.187,3592.864,4189.509,3155.017,1972.969,5564.816,5193.832,1701.423,2918.485,2322.983,1974.252,1826.721,970.303,1683.590,4743.461,5614.188,1633.261,1374.040,1108.840,1099.804,1100.358,967.798,1362.248,3396.944,1039.577,1429.744,1026.945,2625.144,1152.686,1438.037,1082.587,2195.809,3455.369,3664.616,2545.546,2980.837,1908.604,4309.542
314,2392.308,2357.728,3949.671,1557.113,3101.243,3596.840,4187.798,3151.394,1973.822,5566.470,5193.755,1700.462,2924.280,2323.926,1973.927,1824.422,968.849,1685.161,4740.716,5623.759,1633.954,1377.879,1109.017,1101.887,1101.606,968.214,1363.471,3399.238,1042.052,1430.869,1028.276,2624.816,1151.482,1438.091,1083.891,2198.982,3458.271,3680.988,2542.218,2982.356,1909.518,4313.309
315,2391.365,2359.014,3945.583,1559.188,3099.671,3597.324,4186.387,3153.598,1975.244,5558.303,5196.156,1703.063,2929.580,2324.615,1974.600,1825.768,969.358,1685.566,4750.124,5632.399,1633.522,1376.977,1109.648,1099.685,1102.864,968.672,1364.675,3406.076,1041.533,1433.493,1028.381,2627.796,1152.120,1439.439,1084.949,2198.211,3454.188,3693.780,2544.002,2979.663,1909.126,4311.607
316,2396.881,2358.620,3945.146,1562.466,3101.296,3601.010,4189.567,3148.463,1973.719,5563.557,5196.338,1702.584,2931.803,2324.199,1974.112,1826.615,970.817,1686.399,4749.333,5650.027,1635.611,1379.056,1109.370,1101.309,1102.819,968.178,1365.649,3412.953,1040.521,1432.797,1028.187,2624.931,1152.204,1444.335,1083.820,2202.944,3455.295,3705.151,2544.304,2981.968,1908.718,4320.685
317,2399.497,2356.997,3946.509,1562.360,3096.958,3603.367,4188.504,3151.464,1973.957,5562.070,5194.994,1703.179,2938.433,2320.436,1969.597,1827.375,970.261,1684.571,4749.326,5647.986,1634.310,1381.072,1108.015,1101.390,1103.877,968.398,1367.673,3420.120,1042.780,1431.191,1032.246,2629.022,1151.199,1443.311,1085.933,2205.512,3451.187,3711.730,2542.279,2980.028,1911.338,4323.446
318,2402.412,2356.341,3943.254,1562.176,3098.219,3603.658,4188.672,3147.885,1973.529,5561.689,5192.071,1703.225,2941.508,2322.154,1970.328,1825.248,971.259,1684.942,4742.769,5659.197,1635.558,1381.222,1107.148,1102.006,1101.673,967.274,1366.164,3421.491,1041.219,1431.075,1028.056,2623.376,1151.570,1444.804,1085.742,2208.162,3453.832,3718.102,2541.675,2977.660,1909.935,4322.170
319,2404.994,2358.737,3939.679,1564.468,3096.469,3603.845,4183.171,3145.109,1972.535,5556.222,5191.697,1704.894,2948.557,2319.448,1968.758,1825.766,968.370,1685.142,4748.593,5648.938,1636.704,1380.794,1108.015,1101.303,1101.075,967.546,1367.407,3423.539,1043.701,1431.029,1029.618,2623.046,1151.842,1446.291,1086.245,2212.003,3451.603,3726.416,2539.013,2976.884,1909.117,4322.898
320,2409.293,2357.453,3940.660,1567.980,3100.889,3606.510,4182.958,3146.507,1971.576,5554.471,5191.452,1702.424,2952.307,2318.392,1968.026,1825.231,969.490,1684.913,4745.480,5654.796,1633.429,1381.186,1107.848,1101.260,1101.485,968.658,1369.726,3426.782,1041.719,1431.091,1027.485,2622.205,1150.979,1449.212,1086.881,2213.362,3450.545,3733.824,2539.376,2976.342,1910.255,4326.738
321,2414.393,2361.276,3941.527,1569.236,3097.469,3607.846,4184.605,3149.596,1972.467,5557.121,5193.470,1701.477,2953.679,2320.648,1974.595,1826.596,969.578,1685.764,4752.051,5672.591,1633.173,1381.185,1109.089,1100.114,1102.213,967.745,1371.087,3432.345,1041.502,1429.862,1027.681,2623.443,1151.507,1451.312,1088.408,2216.739,3452.041,3735.999,2539.175,2976.469,1910.218,4333.553
322,2420.072,2360.680,3942.062,1573.078,3105.575,3613.927,4185.707,3146.094,1972.700,5557.937,5196.251,1704.455,2962.920,2319.161,1973.829,1825.439,966.484,1687.731,4752.386,5682.457,1632.780,1382.177,1108.888,1101.570,1100.873,968.274,1373.661,3435.466,1043.380,1431.074,1029.157,2624.035,1152.267,1450.967,1088.391,2218.927,3453.930,3743.713,2542.208,2979.708,1911.735,4338.121
323,2422.944,2358.180,3939.170,1575.165,3099.590,3611.725,4180.930,3140.136,1972.943,5555.196,5191.894,1704.263,2962.168,2317.720,1974.186,1824.335,970.016,1688.855,4757.852,5677.863,1634.440,1381.501,1108.731,1101.584,1101.068,968.043,1373.346,3430.869,1044.978,1430.004,1030.045,2622.812,1150.988,1455.320,1086.540,2218.927,3452.155,3749.986,2539.115,2980.145,1909.675,4340.955
324,2427.820,2359.456,3940.168,1580.651,3099.034,3614.574,4184.438,3143.728,1971.444,5561.775,5199.984,1705.139,2965.817,2319.152,1975.062,1826.080,969.411,1690.989,4753.871,5691.248,1632.958,1384.245,1107.186,1101.502,1102.061,969.103,1376.370,3442.472,1043.456,1428.918,1028.334,2623.096,1152.565,1456.881,1089.705,2221.835,3454.570,3759.535,2541.212,2979.312,1911.434,4349.783
325,2431.045,2357.800,3936.320,1580.989,3099.166,3613.793,4182.489,3141.796,1972.593,5559.782,5195.633,1704.093,2967.354,2318.456,1970.931,1825.773,969.271,1688.818,4751.448,5685.104,1634.828,1382.487,1106.683,1102.639,1101.888,967.699,1377.597,3439.186,1044.684,1427.594,1027.285,2620.748,1151.862,1457.792,1089.721,2219.575,3449.162,3758.783,2539.712,2978.934,1910.531,4349.788
326,2433.722,2357.846,3933.668,1583.611,3100.615,3615.816,4185.712,3142.646,1972.991,5559.520,5191.148,1702.785,2972.599,2316.745,1973.016,1823.524,970.620,1690.258,4756.016,5697.787,1635.373,1385.256,1107.294,1101.995,1103.693,968.325,1378.536,3445.195,1044.519,1429.605,1027.900,2624.037,1151.926,1458.469,1088.690,2223.339,3452.707,3765.808,2538.052,2978.642,1911.403,4351.791
327,2433.424,2353.228,3931.193,1582.927,3094.615,3613.283,4176.016,3136.484,1969.094,5551.292,5183.350,1703.899,2971.918,2313.863,1971.716,1822.877,969.127,1687.346,4749.497,5692.043,1631.985,1384.087,1107.125,1100.104,1102.080,967.185,1379.517,3442.248,1042.880,1427.625,1027.590,2622.889,1150.851,1457.821,1087.157,2223.583,3447.527,3763.865,2534.000,2975.287,1908.966,4348.088
328,2437.668,2357.246,3932.415,1587.067,3096.546,3619.260,4178.321,3138.071,1970.974,5551.627,5189.491,1705.622,2976.956,2314.295,1969.427,1824.958,967.599,1691.218,4752.142,5702.946,1633.157,1384.524,1108.028,1101.849,1100.841,968.004,1383.867,3449.011,1043.603,1427.061,1028.388,2619.592,1151.700,1461.126,1090.271,2223.262,3448.565,3767.759,2535.720,2974.742,1909.021,4354.055
329,2439.731,2357.359,3930.391,1586.534,3100.784,3621.765,4181.894,3143.633,1971.880,5548.584,5189.585,1705.568,2979.194,2314.160,1969.160,1824.279,968.434,1692.231,4756.601,5697.559,1636.164,1385.936,1107.812,1099.589,1100.596,968.337,1383.720,3451.957,1045.019,1427.536,1028.670,2619.252,1152.519,1462.637,1088.355,2226.877,3450.954,3771.139,2537.087,2972.212,1906.141,4356.470
330,2446.637,2359.011,3933.076,1591.509,3099.651,3626.341,4182.311,3144.348,1971.730,5553.247,5194.103,1704.354,2982.368,2315.422,1969.544,1824.486,970.580,1694.280,4758.634,5708.947,1634.578,1386.038,1108.546,1103.003,1100.813,967.722,1386.373,3455.104,1044.761,1426.778,1030.361,2621.621,1151.942,1465.866,1090.371,2230.092,3452.194,3770.267,2536.620,2977.387,1907.889,4363.866
331,2448.354,2358.244,3930.593,1591.081,3097.496,3626.279,4177.817,3139.244,1968.838,5548.233,5191.256,1704.544,2979.239,2313.942,1966.352,1823.088,969.825,1694.895,4754.981,5707.022,1633.095,1385.555,1109.906,1103.076,1101.738,968.562,1387.351,3459.522,1043.492,1424.064,1030.652,2619.394,1152.354,1468.874,1089.912,2228.637,3452.513,3771.659,2538.034,2976.806,1907.360,4366.611
332,2457.408,2356.622,3934.183,1594.863,3099.245,3633.652,4181.038,3138.137,1969.904,5554.670,5195.111,1706.393,2983.477,2317.140,1966.558,1823.523,969.638,1695.713,4759.047,5715.370,1636.726,1390.396,1108.670,1101.589,1103.077,969.932,1390.502,3467.294,1044.882,1424.620,1030.652,2623.782,1153.328,1470.566,1089.897,2235.816,3454.295,3777.085,2537.651,2978.022,1910.885,4372.667
333,2438.833,2358.184,3861.479,1586.748,3095.309,3637.493,4128.762,3062.536,1953.432,5538.992,5215.873,1701.136,2997.592,2297.536,1956.913,1822.502,973.037,1700.004,4734.940,5755.919,1638.499,1388.086,1110.993,1099.186,1099.371,969.955,1391.640,3459.957,1046.210,1423.506,1041.334,2617.939,1154.478,1461.523,1089.101,2249.429,3404.661,3719.838,2487.248,2989.155,1912.402,4389.912
334,2430.011,2365.322,3809.939,1592.996,3099.161,3645.007,4085.413,3008.053,1944.226,5523.058,5233.082,1709.313,3015.024,2292.947,1965.069,1835.388,994.205,1712.860,4722.812,5776.486,1648.444,1399.999,1118.056,1098.333,1100.347,977.101,1394.610,3451.425,1047.656,1422.357,1192.029,2609.766,1167.682,1461.953,1094.247,2271.421,3365.947,3674.061,2448.760,3002.111,1925.455,4406.580
335,2440.725,2367.503,3805.918,1605.021,3103.687,3662.273,4083.914,3009.511,1949.458,5544.976,5243.547,1737.908,3037.342,2298.807,1974.995,1846.524,1002.247,1730.547,4731.404,5792.355,1669.308,1414.507,1138.786,1111.806,1114.390,995.187,1414.001,3461.317,1061.120,1432.587,1214.783,2623.343,1192.888,1463.832,1099.161,2284.774,3354.866,3671.273,2442.148,3013.256,1929.194,4431.777
336,2444.693,2373.445,3810.356,1610.729,3115.963,3679.289,4088.283,3011.889,1950.706,5576.137,5277.109,1757.310,3062.681,2300.921,1977.630,1856.372,999.437,1737.870,4761.283,5836.409,1681.111,1419.996,1148.772,1119.743,1121.365,1001.799,1426.942,3479.248,1074.920,1445.784,1234.739,2639.616,1202.669,1456.040,1093.816,2286.419,3344.557,3664.213,2425.900,3026.993,1932.062,4472.185
337,2440.466,2367.514,3817.853,1601.127,3100.959,3674.365,4093.787,3023.122,1945.060,5568.374,5276.803,1757.803,3054.780,2300.449,1974.936,1850.581,994.541,1733.786,4750.842,5841.725,1680.566,1415.111,1150.246,1122.419,1127.846,1003.015,1439.735,3493.390,1080.543,1452.430,1253.887,2634.502,1194.081,1450.308,1091.261,2286.233,3333.249,3659.502,2419.101,3010.713,1919.358,4514.877
338,2449.287,2361.064,3835.837,1602.658,3102.071,3678.160,4115.096,3050.869,1944.612,5563.268,5270.042,1757.303,3051.357,2301.253,1972.556,1847.831,994.404,1732.590,4723.547,5806.406,1671.935,1414.942,1147.680,1124.406,1131.007,1004.218,1441.420,3494.303,1087.850,1455.994,1259.553,2626.919,1186.710,1463.625,1098.114,2300.133,3339.352,3670.176,2431.900,3002.282,1910.485,4533.241
339,2465.161,2368.978,3869.449,1617.661,3104.611,3682.355,4136.494,3086.187,1959.801,5560.998,5266.363,1757.630,3053.084,2308.256,1977.771,1847.601,996.218,1730.476,4714.235,5792.997,1668.517,1414.442,1149.138,1129.600,1134.337,1005.315,1442.518,3495.700,1088.094,1457.496,1341.065,2628.973,1188.511,1476.087,1104.549,2301.435,3356.806,3695.888,2454.216,3003.911,1910.617,4520.280
340,2479.241,2376.031,3876.625,1633.730,3099.584,3680.685,4140.644,3113.263,1966.466,5542.533,5245.927,1761.206,3055.764,2313.668,1984.769,1853.402,1003.942,1732.417,4699.175,5765.515,1668.184,1416.040,1150.802,1131.175,1139.712,1009.814,1444.113,3485.351,1091.229,1463.612,1467.639,2622.722,1195.697,1475.915,1106.331,2291.829,3361.348,3694.330,2468.202,2993.732,1903.791,4499.791
341,2468.268,2366.663,3920.565,1655.711,3055.645,3653.564,4159.558,3159.687,1964.222,5513.294,5183.299,1782.260,3032.255,2308.989,1980.077,1845.786,997.115,1732.658,4685.696,5724.999,1668.262,1418.099,1158.193,1141.450,1147.420,1017.774,1459.063,3486.480,1102.429,1464.507,1531.496,2605.443,1202.215,1484.028,1121.221,2292.527,3376.578,3727.709,2518.013,2957.536,1887.997,4486.637
342,2444.382,2381.036,4042.389,1710.135,2965.263,3600.196,4231.297,3220.329,1991.249,5453.825,5012.727,1839.780,2953.206,2338.790,1998.049,1847.814,1023.283,1760.583,4699.264,5698.974,1679.604,1434.133,1181.075,1158.024,1166.487,1048.594,1498.032,3502.809,1126.931,1463.674,1365.623,2553.144,1214.126,1509.714,1144.456,2313.417,3410.479,3832.475,2604.958,2892.899,1891.139,4469.664
343,2445.276,2383.054,4046.568,1723.445,2958.507,3598.033,4232.670,3216.117,1998.381,5462.075,4998.337,1847.847,2949.422,2346.750,2010.095,1859.289,1034.569,1776.266,4731.265,5735.509,1693.442,1448.483,1196.259,1164.736,1173.218,1059.032,1509.428,3513.610,1133.850,1464.522,1241.173,2552.808,1219.911,1517.260,1146.566,2316.192,3421.625,3846.937,2618.454,2889.324,1897.950,4488.277
344,2447.112,2384.467,4055.248,1735.564,2953.700,3604.570,4235.778,3222.550,2002.492,5456.244,4991.651,1854.685,2949.118,2348.080,2011.534,1861.347,1037.733,1781.256,4738.358,5752.494,1702.432,1452.505,1200.656,1170.974,1179.996,1062.750,1520.462,3516.331,1143.999,1472.115,1232.311,2555.135,1227.142,1520.509,1151.306,2318.047,3421.034,3848.236,2621.518,2886.889,1901.719,4490.937
345,2439.854,2375.841,4048.761,1731.444,2941.961,3593.101,4222.649,3211.599,1995.246,5439.553,4981.098,1853.023,2943.370,2340.495,2005.062,1855.821,1035.613,1778.486,4744.064,5748.995,1702.560,1450.509,1199.778,1167.831,1177.600,1061.793,1519.319,3513.057,1142.859,1470.407,1228.078,2550.004,1225.263,1518.983,1148.340,2313.636,3424.808,3843.406,2615.516,2877.358,1894.421,4488.768
346,2437.857,2371.400,4044.557,1734.464,2941.184,3592.446,4220.938,3211.935,1989.828,5434.663,4982.522,1850.376,2937.765,2336.712,1999.686,1851.147,1032.283,1774.948,4739.951,5763.726,1700.978,1447.895,1199.923,1164.263,1175.489,1059.075,1517.496,3511.303,1139.194,1468.505,1218.164,2555.361,1222.405,1519.476,1144.473,2309.499,3424.745,3841.402,2615.198,2871.738,1893.079,4489.433
347,2437.143,2364.112,4041.854,1735.404,2935.260,3586.632,4218.985,3200.183,1985.274,5427.851,4973.667,1843.449,2933.691,2329.806,1994.659,1846.065,1025.519,1771.020,4737.784,5756.761,1696.029,1443.741,1194.044,1160.467,1170.275,1054.515,1514.395,3508.545,1137.287,1465.598,1213.104,2548.511,1217.921,1521.161,1138.487,2306.350,3422.654,3836.812,2608.770,2866.766,1888.255,4484.445
348,2434.976,2362.145,4039.232,1736.469,2930.550,3586.564,4208.598,3197.273,1983.421,5423.449,4974.315,1837.415,2930.484,2325.700,1990.241,1841.882,1021.388,1769.286,4740.221,5759.994,1693.592,1441.447,1189.396,1155.286,1166.810,1049.049,1512.242,3512.341,1135.004,1463.737,1205.980,2547.172,1212.404,1520.302,1134.652,2303.255,3419.545,3834.134,2605.760,2864.347,1884.832,4484.916
349,2439.069,2358.555,4039.181,1736.871,2935.026,3589.909,4210.168,3198.874,1979.462,5422.740,4977.686,1835.209,2931.579,2322.977,1986.730,1840.830,1019.475,1768.086,4740.674,5769.602,1690.865,1442.177,1187.999,1154.610,1163.387,1047.810,1512.310,3507.351,1132.095,1460.678,1204.343,2550.219,1212.014,1522.622,1130.718,2303.058,3420.163,3829.811,2600.758,2863.536,1880.798,4488.771
350,2437.377,2353.481,4027.835,1735.820,2924.877,3582.579,4201.535,3194.945,1977.653,5416.958,4968.080,1829.361,2924.405,2317.780,1984.610,1834.419,1014.633,1763.355,4728.729,5769.211,1684.727,1437.155,1184.544,1149.367,1158.190,1044.064,1510.362,3503.073,1128.670,1455.458,1195.529,2549.170,1206.274,1519.323,1128.912,2297.067,3416.070,3827.341,2599.612,2858.976,1880.191,4482.124
351,2437.520,2352.386,4025.028,1737.392,2923.620,3584.223,4197.119,3190.259,1974.709,5416.758,4965.729,1825.699,2921.423,2315.217,1978.385,1831.449,1012.948,1759.967,4723.578,5763.359,1683.437,1434.049,1180.744,1149.622,1158.943,1041.737,1507.537,3505.230,1125.997,1453.453,1194.255,2547.066,1205.590,1518.451,1127.239,2296.643,3407.375,3824.759,2597.568,2856.247,1878.871,4482.480
352,2437.643,2349.662,4020.750,1739.121,2923.168,3582.750,4198.154,3187.056,1973.131,5413.778,4964.418,1823.532,2920.112,2313.064,1974.724,1832.609,1011.661,1760.517,4719.779,5763.009,1683.270,1436.013,1177.962,1150.916,1156.766,1039.724,1508.100,3502.239,1125.933,1449.777,1188.533,2550.642,1202.863,1517.446,1124.642,2294.944,3412.314,3825.291,2597.234,2855.811,1879.407,4487.743
353,2441.190,2350.181,4021.169,1742.346,2922.196,3583.760,4201.535,3186.494,1972.882,5415.264,4963.044,1820.983,2920.145,2311.205,1975.251,1829.558,1010.730,1759.829,4732.560,5766.834,1680.898,1437.667,1177.399,1146.765,1154.399,1039.293,1506.711,3503.416,1125.760,1449.725,1187.139,2554.164,1202.156,1518.044,1123.281,2296.839,3411.452,3827.523,2595.275,2855.615,1874.662,4488.842
354,2443.922,2346.574,4020.156,1745.109,2924.003,3579.694,4198.828,3189.343,1974.099,5408.917,4959.581,1816.637,2914.429,2309.290,1972.263,1827.929,1008.457,1756.095,4717.283,5768.768,1678.064,1438.908,1175.545,1145.183,1153.520,1036.489,1505.859,3494.295,1122.268,1447.665,1182.757,2551.742,1200.169,1513.215,1121.755,2294.866,3412.756,3821.296,2592.869,2853.128,1876.083,4488.270
355,2443.613,2348.709,4019.477,1750.966,2925.398,3583.472,4195.697,3187.750,1974.731,5410.882,4959.503,1815.078,2915.143,2308.724,1969.816,1829.024,1008.881,1758.598,4726.918,5776.879,1676.359,1439.574,1172.669,1145.621,1155.512,1035.627,1506.918,3501.946,1125.236,1447.350,1182.425,2551.580,1199.251,1514.599,1120.149,2297.610,3412.944,3824.380,2593.741,2852.105,1874.866,4495.076
356,2445.549,2346.638,4017.958,1754.974,2925.030,3577.627,4192.848,3186.302,1970.760,5406.548,4958.356,1815.811,2910.186,2307.388,1967.102,1828.607,1005.920,1756.825,4727.696,5768.474,1675.827,1440.450,1172.826,1145.090,1151.844,1033.804,1509.356,3495.039,1123.801,1444.400,1177.348,2553.633,1198.906,1513.424,1119.463,2299.072,3410.849,3822.529,2591.537,2850.261,1872.602,4496.452
357,2444.203,2346.610,4012.850,1756.713,2921.955,3576.606,4187.395,3180.407,1969.095,5399.628,4954.545,1809.619,2906.891,2302.817,1965.259,1823.984,1004.943,1755.718,4722.066,5763.670,1670.943,1438.739,1169.994,1142.230,1152.437,1032.169,1506.085,3493.357,1121.524,1445.297,1177.677,2547.862,1196.905,1510.181,1115.767,2294.923,3401.763,3816.597,2586.623,2846.775,1871.924,4495.147
