 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39
248,4079.896,2278.211,4255.121,2853.034,9980.979,3145.912,2439.633,2448.824,1865.361,3400.099,3262.437,1635.692,3681.628,2957.446,2067.539,2145.074,2957.958,3856.147,6085.416,4044.588,5920.000,1465.303,1675.420,2324.289,1303.854,6163.393,2037.143,2503.830,3416.469,3316.720,2479.328,2038.262,2081.449,5669.713,2364.759,4087.085,3459.181,2095.506,3439.865
249,4079.997,2276.734,4249.986,2849.590,9977.156,3144.543,2439.015,2446.959,1865.008,3398.144,3257.982,1633.919,3676.939,2954.053,2067.945,2147.357,2960.401,3854.198,6083.120,4041.156,5920.144,1465.059,1674.557,2323.218,1302.698,6163.292,2036.737,2495.738,3404.312,3300.500,2482.631,2037.201,2081.522,5660.400,2366.308,4083.726,3458.926,2095.552,3434.994
250,4080.403,2275.536,4251.917,2851.393,9985.442,3145.224,2437.490,2445.570,1865.153,3400.539,3258.462,1633.482,3682.827,2954.333,2065.951,2142.018,2958.333,3858.631,6086.483,4042.259,5918.763,1464.993,1674.138,2321.546,1302.049,6163.776,2034.406,2501.926,3411.349,3309.112,2480.101,2035.730,2081.378,5664.455,2363.476,4085.288,3454.379,2093.694,3437.152
251,4080.169,2278.984,4251.473,2850.872,9987.004,3144.016,2436.923,2447.086,1864.828,3399.473,3258.781,1633.703,3676.559,2952.792,2064.372,2146.412,2958.918,3856.252,6083.035,4038.627,5918.503,1465.263,1673.264,2321.615,1302.326,6164.625,2037.130,2495.955,3408.356,3305.698,2482.917,2034.946,2081.584,5658.180,2361.979,4084.233,3458.147,2092.644,3436.340
252,4076.746,2278.099,4253.171,2848.658,9990.683,3146.787,2438.510,2444.308,1863.743,3398.862,3258.796,1634.213,3680.797,2952.627,2068.806,2144.282,2959.921,3859.443,6083.950,4039.471,5916.405,1465.760,1674.749,2321.861,1303.045,6168.822,2035.412,2500.623,3415.384,3308.185,2483.357,2036.658,2081.453,5658.690,2362.864,4086.542,3456.795,2093.598,3436.491
253,4075.609,2278.596,4253.871,2848.488,9997.680,3144.973,2440.249,2444.969,1864.018,3400.436,3257.509,1633.369,3680.467,2952.997,2067.103,2145.171,2957.950,3856.838,6081.544,4038.589,5914.039,1465.307,1675.047,2323.138,1303.843,6173.311,2035.924,2497.685,3399.049,3303.227,2484.690,2036.058,2079.983,5655.769,2364.383,4083.083,3453.713,2094.836,3434.120
254,4077.504,2278.078,4251.619,2846.418,10001.812,3145.992,2439.901,2448.701,1863.373,3398.250,3256.738,1632.661,3684.942,2955.029,2069.055,2145.695,2957.155,3854.855,6081.165,4035.891,5913.972,1464.731,1674.803,2321.088,1302.507,6167.907,2037.397,2499.292,3405.719,3303.946,2481.495,2036.253,2078.515,5656.320,2364.751,4087.802,3454.397,2094.570,3435.537
255,4073.297,2278.492,4251.284,2840.429,9985.336,3141.324,2436.597,2447.957,1862.992,3397.724,3258.836,1633.418,3678.805,2954.530,2067.080,2145.107,2953.654,3855.510,6080.590,4031.633,5911.325,1465.018,1674.252,2322.245,1303.671,6165.307,2039.103,2496.680,3404.154,3301.769,2482.414,2036.712,2077.101,5655.920,2362.654,4084.381,3453.358,2093.276,3437.976
256,4076.425,2279.491,4251.335,2842.227,9994.188,3142.164,2436.030,2445.629,1864.777,3397.998,3259.067,1632.984,3679.694,2954.852,2066.790,2143.252,2959.907,3848.835,6084.026,4033.540,5912.359,1465.575,1674.342,2320.683,1302.238,6173.092,2036.845,2497.795,3407.990,3303.067,2482.190,2037.379,2078.694,5657.450,2364.536,4084.783,3454.025,2094.533,3434.576
257,4077.394,2280.570,4252.982,2841.571,9993.957,3143.354,2437.128,2447.970,1865.552,3398.458,3261.470,1633.064,3680.262,2955.653,2069.000,2141.642,2959.482,3852.480,6086.119,4035.411,5912.120,1464.829,1674.954,2322.550,1303.014,6177.861,2035.513,2495.929,3411.340,3299.168,2484.126,2039.208,2080.204,5657.407,2362.838,4085.197,3454.544,2095.125,3435.747
258,4075.570,2276.990,4254.432,2845.857,10008.074,3142.642,2434.581,2447.045,1865.761,3401.512,3256.803,1633.470,3685.738,2955.878,2065.369,2142.411,2957.274,3854.232,6086.704,4034.416,5900.732,1465.319,1674.680,2320.182,1302.708,6177.667,2036.118,2495.455,3413.270,3300.326,2485.611,2039.309,2080.725,5658.436,2362.787,4082.763,3453.704,2094.727,3438.319
259,4076.152,2277.135,4258.412,2844.062,10011.202,3145.732,2435.388,2446.349,1865.115,3401.120,3262.445,1634.191,3681.744,2953.320,2065.882,2145.677,2957.029,3856.780,6088.008,4035.609,5908.633,1466.044,1674.652,2321.302,1302.686,6177.739,2034.902,2497.197,3409.110,3300.177,2484.520,2041.048,2080.374,5655.952,2363.015,4084.334,3453.919,2090.943,3436.770
260,4075.855,2278.179,4259.492,2843.878,10011.761,3143.646,2436.319,2442.559,1865.695,3398.158,3258.784,1633.939,3680.971,2954.663,2068.860,2144.837,2957.841,3850.649,6093.017,4031.826,5908.046,1465.495,1676.084,2321.539,1303.630,6182.232,2035.536,2497.025,3406.795,3298.934,2483.759,2040.173,2082.153,5651.955,2363.239,4084.911,3457.163,2093.939,3437.054
261,4074.897,2277.418,4260.782,2846.198,10018.291,3143.877,2436.211,2445.271,1866.618,3396.073,3259.143,1634.288,3683.614,2954.354,2066.397,2145.795,2958.290,3855.095,6092.127,4034.072,5902.950,1466.008,1675.691,2321.328,1303.629,6183.956,2035.828,2496.433,3409.400,3298.415,2487.687,2037.801,2082.485,5650.141,2362.849,4084.151,3457.167,2092.399,3435.566
262,4074.460,2281.631,4263.277,2847.525,10025.577,3146.379,2435.534,2446.700,1866.719,3397.303,3258.099,1634.244,3681.938,2955.335,2069.646,2144.851,2959.714,3857.485,6094.496,4034.552,5903.420,1466.146,1675.628,2321.674,1302.702,6190.288,2038.745,2496.682,3411.577,3296.188,2487.897,2040.120,2081.266,5652.900,2364.468,4087.175,3457.435,2092.729,3438.701
263,4072.529,2278.377,4258.953,2844.778,10031.184,3144.753,2434.664,2449.312,1864.688,3394.253,3258.973,1633.680,3684.368,2956.450,2068.483,2145.930,2954.709,3858.781,6096.326,4032.242,5899.174,1465.505,1675.298,2321.264,1302.208,6189.097,2038.134,2498.266,3405.622,3295.355,2488.345,2039.196,2083.042,5654.030,2364.662,4087.809,3454.378,2094.592,3431.944
264,4077.669,2277.378,4262.878,2844.674,10026.313,3144.078,2436.635,2447.734,1864.689,3397.031,3257.316,1633.132,3681.071,2956.334,2069.764,2146.650,2956.963,3852.369,6099.363,4027.201,5902.423,1465.864,1673.297,2323.168,1303.716,6184.568,2037.347,2496.996,3403.952,3296.933,2488.659,2039.926,2079.624,5655.059,2363.105,4088.178,3455.475,2093.621,3437.335
265,4074.882,2278.118,4259.749,2843.018,10036.368,3144.212,2435.001,2447.475,1864.451,3402.052,3256.601,1633.556,3679.119,2956.541,2068.199,2145.347,2956.788,3854.250,6101.984,4031.693,5895.365,1464.897,1674.724,2321.455,1302.301,6191.664,2037.163,2495.340,3406.842,3291.905,2486.872,2040.370,2083.166,5655.728,2363.020,4087.526,3454.836,2094.264,3438.167
266,4074.702,2275.422,4255.687,2846.044,10036.866,3145.706,2435.132,2447.160,1864.486,3399.681,3259.478,1632.593,3686.889,2959.297,2069.518,2145.240,2960.380,3847.345,6105.123,4029.108,5888.171,1465.262,1673.621,2320.386,1302.709,6194.716,2037.442,2495.080,3405.948,3297.115,2487.188,2038.406,2078.116,5652.479,2361.753,4086.126,3453.930,2091.706,3436.922
267,4076.482,2274.470,4261.940,2848.084,10045.577,3145.614,2434.070,2449.498,1863.911,3400.503,3260.490,1633.905,3682.154,2954.744,2069.529,2148.539,2956.552,3852.991,6105.414,4027.309,5886.893,1465.350,1673.816,2319.651,1303.146,6201.678,2035.919,2498.354,3407.735,3294.777,2484.542,2039.450,2077.270,5655.429,2364.906,4084.804,3453.809,2092.113,3441.009
268,4079.480,2275.177,4266.482,2850.636,10052.329,3147.550,2435.528,2447.596,1865.021,3401.229,3260.261,1634.820,3689.830,2955.387,2068.520,2148.497,2958.678,3854.360,6116.569,4029.668,5883.637,1466.319,1674.628,2320.268,1303.849,6198.848,2037.502,2498.354,3409.063,3292.208,2486.364,2041.785,2080.932,5652.523,2364.215,4092.170,3456.431,2092.172,3442.747
269,4076.167,2274.438,4265.212,2849.536,10062.106,3146.272,2434.452,2446.479,1864.123,3402.779,3260.167,1633.108,3684.250,2956.523,2069.395,2148.393,2956.483,3849.209,6109.415,4026.173,5882.543,1465.130,1673.054,2319.353,1302.568,6205.143,2037.018,2498.690,3409.232,3295.504,2485.236,2039.787,2081.250,5650.467,2363.011,4089.510,3454.006,2090.139,3440.368
270,4078.572,2275.090,4267.962,2852.282,10065.411,3145.096,2437.228,2447.868,1865.976,3400.517,3262.492,1634.508,3686.791,2955.336,2068.728,2148.836,2960.155,3850.293,6114.771,4027.688,5884.543,1465.625,1675.892,2321.443,1303.900,6207.228,2038.972,2499.233,3409.832,3294.366,2486.592,2039.555,2081.259,5649.954,2363.931,4092.643,3454.504,2092.127,3439.505
271,4075.375,2276.159,4265.946,2851.585,10070.439,3147.362,2439.352,2448.841,1866.670,3405.103,3263.152,1634.858,3686.080,2958.275,2068.539,2149.868,2956.323,3856.395,6113.401,4027.504,5883.695,1466.690,1675.882,2321.981,1302.135,6209.776,2038.089,2498.718,3406.301,3297.150,2486.953,2040.922,2078.440,5652.550,2362.573,4093.429,3457.031,2094.080,3441.116
272,4077.014,2275.240,4268.833,2851.726,10073.627,3148.832,2440.003,2449.493,1866.170,3399.066,3258.416,1634.833,3686.592,2957.623,2067.737,2151.950,2955.033,3852.767,6117.534,4026.660,5882.621,1465.765,1675.086,2318.793,1303.422,6212.184,2038.977,2498.719,3404.453,3295.682,2484.373,2040.099,2081.470,5650.332,2366.238,4095.950,3451.290,2092.082,3440.283
273,4079.239,2276.049,4267.404,2851.510,10073.454,3145.559,2437.228,2447.311,1865.169,3401.302,3259.266,1634.338,3686.668,2958.935,2071.157,2148.956,2956.251,3851.083,6118.276,4023.140,5882.655,1465.737,1674.110,2318.246,1302.775,6206.261,2038.944,2496.957,3408.372,3293.830,2483.404,2038.818,2079.105,5645.662,2363.666,4094.707,3454.360,2092.669,3442.123
274,4075.671,2272.930,4264.017,2856.628,10068.109,3142.871,2435.580,2450.345,1865.663,3397.882,3257.628,1634.084,3683.950,2956.366,2069.337,2148.542,2954.997,3849.321,6124.409,4021.617,5876.154,1465.405,1673.666,2319.188,1303.578,6211.072,2038.313,2497.650,3405.007,3290.047,2483.934,2040.510,2084.793,5648.205,2365.417,4093.768,3451.244,2091.481,3445.798
275,4082.386,2274.050,4267.848,2857.919,10086.411,3142.144,2436.733,2449.043,1865.951,3403.470,3258.698,1634.818,3685.240,2959.441,2067.005,2147.049,2959.174,3841.646,6126.608,4022.437,5874.627,1465.586,1674.439,2319.801,1304.538,6215.076,2039.740,2499.245,3407.342,3297.158,2481.103,2038.089,2080.075,5649.685,2364.087,4094.838,3455.709,2092.645,3442.604
276,4078.504,2272.259,4266.583,2856.983,10087.373,3145.056,2436.855,2448.482,1866.576,3401.760,3258.596,1633.907,3687.508,2960.803,2067.732,2147.040,2957.798,3850.529,6131.243,4023.521,5873.788,1465.303,1675.248,2319.425,1302.776,6221.555,2037.876,2499.929,3405.341,3293.154,2483.511,2041.811,2084.168,5649.293,2365.402,4093.305,3453.917,2095.405,3443.366
277,4079.710,2272.620,4270.507,2859.936,10094.051,3147.657,2437.485,2451.423,1866.001,3404.962,3260.362,1635.144,3686.616,2957.446,2067.316,2150.072,2955.890,3849.203,6133.354,4022.172,5875.062,1466.170,1674.694,2319.334,1302.858,6220.650,2038.691,2499.622,3404.875,3292.088,2484.528,2039.608,2083.614,5651.805,2365.508,4093.722,3454.055,2092.687,3444.622
278,4084.906,2273.437,4269.419,2856.355,10104.660,3149.503,2436.987,2448.174,1867.563,3401.938,3260.973,1636.017,3689.333,2956.988,2068.184,2150.518,2954.390,3844.710,6139.555,4021.687,5874.645,1466.474,1674.594,2318.310,1302.946,6223.088,2039.562,2498.048,3401.798,3288.314,2483.051,2041.509,2082.493,5645.164,2365.531,4092.724,3454.462,2091.026,3444.333
279,4081.986,2272.457,4270.143,2861.632,10105.145,3149.229,2434.550,2447.602,1866.248,3403.107,3259.401,1635.853,3690.309,2956.720,2068.688,2147.784,2955.794,3849.763,6142.234,4021.441,5874.695,1465.759,1675.243,2320.170,1302.119,6224.893,2038.584,2499.501,3401.655,3290.588,2483.484,2038.013,2083.420,5646.296,2364.360,4093.515,3453.563,2094.616,3441.900
280,4075.532,2273.089,4267.685,2860.743,10109.370,3148.907,2438.664,2448.490,1867.225,3402.521,3256.788,1635.803,3685.809,2958.646,2067.471,2148.539,2956.435,3851.895,6135.665,4020.587,5869.873,1465.752,1673.167,2319.299,1302.911,6233.052,2040.800,2497.663,3398.528,3286.967,2484.880,2036.334,2080.031,5651.383,2363.126,4093.272,3451.586,2092.456,3441.604
281,4082.361,2271.698,4273.708,2860.371,10127.550,3148.748,2438.536,2452.567,1867.499,3403.964,3259.847,1636.587,3688.769,2959.633,2070.249,2151.026,2958.590,3849.968,6143.444,4021.615,5874.118,1466.719,1674.554,2319.536,1305.055,6236.717,2040.813,2501.149,3399.839,3289.072,2483.391,2040.056,2083.544,5651.192,2365.941,4098.342,3455.011,2093.219,3443.170
282,4078.924,2274.492,4273.059,2861.443,10117.264,3150.647,2434.849,2451.475,1866.949,3403.247,3258.451,1634.994,3684.642,2959.521,2068.746,2149.434,2956.373,3847.641,6150.049,4020.158,5869.659,1466.405,1673.272,2320.521,1303.234,6231.655,2040.911,2501.426,3401.084,3284.705,2486.390,2040.617,2081.869,5650.878,2363.877,4099.966,3451.573,2092.192,3445.626
283,4079.496,2272.782,4270.146,2861.087,10116.778,3147.599,2437.553,2448.842,1866.939,3405.256,3259.258,1635.011,3683.547,2957.416,2069.461,2146.080,2958.056,3849.419,6154.377,4018.010,5865.939,1466.468,1674.190,2318.573,1304.499,6237.486,2040.808,2497.044,3401.997,3286.128,2482.086,2041.013,2081.571,5651.558,2366.819,4096.211,3453.064,2093.150,3444.318
284,4081.646,2273.056,4274.333,2863.097,10130.210,3147.401,2434.536,2453.077,1867.068,3408.261,3259.695,1636.510,3686.379,2960.237,2069.249,2149.057,2961.125,3849.386,6158.746,4020.865,5868.395,1466.814,1674.947,2318.101,1304.681,6246.679,2042.015,2497.920,3404.861,3288.468,2484.434,2042.495,2084.730,5656.547,2369.134,4095.259,3453.262,2094.009,3447.172
285,4083.433,2273.278,4273.579,2862.850,10130.778,3151.430,2433.359,2451.719,1865.725,3407.100,3259.129,1637.291,3690.247,2960.637,2069.155,2150.383,2958.138,3848.584,6160.084,4021.296,5864.635,1466.250,1673.358,2320.097,1304.742,6243.810,2040.498,2499.391,3407.781,3290.397,2485.388,2040.636,2084.785,5651.755,2365.104,4095.008,3453.156,2092.302,3450.159
286,4082.381,2271.568,4272.643,2863.156,10137.740,3151.874,2432.467,2449.925,1867.786,3406.962,3259.818,1636.901,3690.420,2959.873,2071.285,2150.844,2959.109,3848.887,6164.181,4020.666,5864.050,1466.290,1672.245,2317.553,1303.361,6252.195,2040.259,2498.619,3408.802,3284.536,2482.795,2041.583,2084.840,5651.487,2365.287,4093.260,3451.441,2090.834,3448.746
287,4083.910,2272.444,4273.625,2863.832,10143.728,3151.336,2433.944,2448.458,1866.598,3405.794,3259.702,1637.471,3685.668,2960.740,2071.500,2148.723,2957.239,3852.808,6168.377,4018.187,5863.139,1466.404,1672.535,2318.975,1305.850,6251.723,2039.971,2497.072,3405.528,3288.508,2483.574,2040.931,2086.512,5653.623,2366.010,4097.364,3451.478,2091.229,3446.021
288,4082.742,2269.965,4275.230,2862.740,10146.437,3152.674,2435.022,2449.847,1866.951,3404.734,3258.665,1636.164,3688.209,2960.452,2068.571,2149.552,2955.527,3845.514,6169.084,4017.733,5862.674,1465.830,1673.569,2317.933,1305.232,6254.954,2040.978,2502.086,3405.183,3290.005,2481.788,2041.781,2084.739,5650.322,2362.925,4096.835,3448.211,2091.348,3449.597
289,4084.398,2271.524,4275.895,2862.506,10141.677,3149.833,2434.146,2447.217,1866.057,3407.152,3257.180,1637.557,3690.590,2962.250,2069.229,2145.231,2956.607,3848.776,6160.710,4013.769,5861.589,1466.748,1673.624,2318.518,1304.251,6251.350,2041.847,2498.716,3397.441,3289.866,2480.574,2039.108,2085.596,5642.844,2362.306,4095.958,3447.291,2090.371,3446.741
290,4083.453,2272.193,4277.970,2867.042,10152.158,3152.482,2433.442,2452.882,1867.141,3405.518,3258.023,1637.660,3687.895,2963.644,2071.006,2149.570,2955.426,3848.217,6169.243,4016.958,5860.643,1466.880,1671.810,2319.806,1301.288,6258.273,2041.483,2499.237,3405.228,3292.290,2476.043,2042.190,2083.427,5651.436,2361.767,4102.492,3447.616,2093.065,3441.699
291,4086.045,2270.541,4274.724,2866.857,10153.454,3153.120,2433.089,2455.058,1868.270,3405.997,3257.671,1637.374,3692.946,2964.802,2069.720,2149.469,2956.346,3848.344,6172.045,4012.294,5857.311,1467.549,1672.312,2318.062,1305.646,6257.467,2042.514,2502.653,3404.301,3294.526,2478.504,2040.268,2086.213,5642.700,2362.815,4100.625,3449.157,2093.232,3449.037
292,4084.768,2270.289,4269.844,2865.161,10149.732,3150.628,2430.259,2449.443,1866.679,3404.414,3256.229,1637.875,3682.781,2960.782,2066.947,2148.056,2954.800,3845.552,6173.812,4008.181,5852.316,1466.131,1671.330,2318.391,1305.063,6256.747,2042.315,2499.918,3398.888,3290.286,2474.493,2042.035,2085.210,5645.536,2363.024,4099.565,3446.900,2090.704,3447.138
293,4086.300,2270.745,4269.958,2869.181,10155.818,3150.983,2430.341,2452.971,1866.624,3409.040,3256.471,1638.024,3690.883,2963.619,2066.798,2146.663,2956.385,3845.532,6176.698,4007.383,5851.164,1466.599,1671.671,2317.260,1303.237,6263.399,2042.667,2497.730,3404.012,3284.284,2481.644,2041.335,2085.389,5647.155,2361.382,4098.984,3445.844,2093.498,3447.809
294,4088.705,2270.465,4274.802,2871.748,10166.314,3152.568,2432.172,2453.475,1869.578,3410.418,3260.830,1639.557,3692.502,2967.123,2070.259,2150.180,2958.125,3851.986,6180.284,4010.626,5858.011,1467.769,1672.088,2319.895,1306.006,6272.271,2042.781,2501.645,3404.177,3296.736,2470.631,2041.417,2083.703,5649.504,2363.857,4098.217,3450.694,2093.790,3454.613
295,4085.870,2269.275,4276.388,2870.497,10162.434,3153.719,2432.353,2456.363,1870.159,3409.914,3263.549,1639.605,3690.938,2965.046,2068.558,2149.480,2958.829,3847.514,6179.177,4009.420,5850.942,1467.784,1673.336,2318.252,1304.098,6274.137,2042.698,2499.569,3403.502,3292.705,2474.828,2042.084,2085.043,5645.438,2363.573,4098.419,3448.849,2090.965,3453.852
296,4081.536,2271.073,4276.280,2870.345,10160.525,3151.237,2431.296,2451.408,1867.778,3403.830,3257.635,1638.548,3688.069,2964.492,2068.121,2145.378,2958.439,3845.748,6187.844,4005.969,5855.604,1466.226,1672.962,2319.066,1303.502,6274.865,2043.039,2496.291,3398.656,3291.578,2472.665,2039.318,2085.944,5642.072,2364.015,4095.099,3450.185,2090.629,3448.267
297,4081.133,2273.069,4276.189,2869.944,10161.168,3152.766,2432.092,2452.424,1871.588,3405.989,3262.105,1639.163,3690.723,2961.249,2064.461,2147.527,2957.249,3849.290,6184.865,4006.375,5853.802,1467.943,1673.324,2317.060,1303.682,6279.646,2042.768,2499.879,3400.439,3292.677,2473.876,2037.026,2084.378,5642.128,2361.469,4100.363,3449.033,2091.514,3447.134
298,4073.874,2271.990,4273.775,2870.758,10158.979,3150.304,2430.333,2455.397,1869.987,3408.278,3260.509,1640.060,3691.027,2964.405,2067.443,2145.901,2956.000,3847.454,6180.289,4001.575,5853.662,1467.515,1671.935,2317.760,1303.894,6279.251,2043.287,2496.114,3393.877,3284.157,2476.429,2038.387,2083.053,5639.952,2363.190,4099.174,3449.933,2091.803,3443.944
299,4071.700,2271.148,4274.542,2867.853,10148.200,3147.533,2428.656,2451.614,1868.717,3404.875,3257.888,1638.466,3688.565,2963.054,2064.904,2148.972,2952.801,3842.938,6179.563,3998.039,5850.082,1466.936,1671.027,2316.399,1303.262,6279.359,2041.880,2496.367,3393.221,3290.351,2470.416,2036.290,2082.722,5633.603,2361.675,4098.888,3450.017,2090.646,3443.448
300,4076.495,2274.542,4277.550,2866.465,10155.519,3149.111,2430.485,2456.663,1870.678,3406.328,3261.688,1639.281,3691.013,2966.039,2066.407,2147.903,2956.788,3846.423,6181.666,4002.670,5850.504,1466.934,1671.831,2317.529,1305.114,6283.517,2042.408,2499.390,3402.398,3292.138,2472.105,2040.503,2081.659,5636.552,2362.879,4100.889,3450.049,2090.489,3443.812
301,4079.385,2273.533,4277.115,2867.366,10156.424,3150.195,2428.199,2454.717,1870.096,3404.187,3261.244,1638.572,3688.524,2964.450,2069.672,2148.335,2956.922,3845.652,6191.415,3997.574,5851.520,1468.721,1673.537,2316.261,1304.668,6288.451,2043.026,2495.748,3395.411,3288.917,2470.233,2037.582,2084.459,5635.382,2363.356,4102.348,3449.422,2092.053,3447.104
302,4073.371,2271.883,4272.778,2867.729,10150.596,3146.290,2432.448,2454.135,1869.908,3409.743,3259.053,1638.097,3688.734,2964.441,2065.918,2143.587,2956.806,3842.470,6188.202,3993.247,5845.766,1466.782,1670.641,2316.282,1304.677,6291.085,2040.849,2496.367,3401.051,3296.825,2466.266,2038.444,2083.484,5632.450,2362.243,4098.201,3448.806,2089.411,3449.673
303,4066.879,2271.775,4273.640,2868.093,10149.218,3148.070,2428.769,2452.734,1868.090,3400.549,3262.830,1639.211,3691.717,2961.365,2064.476,2144.793,2956.107,3841.837,6187.299,3994.689,5837.460,1466.328,1669.263,2316.015,1303.546,6289.611,2043.444,2494.239,3386.685,3286.699,2467.090,2037.641,2082.188,5627.931,2362.129,4096.072,3445.324,2088.300,3445.458
304,4071.440,2272.775,4276.306,2867.427,10146.677,3145.501,2429.492,2454.520,1871.297,3399.046,3260.614,1638.384,3688.964,2964.370,2065.299,2147.687,2957.067,3844.990,6187.273,3996.497,5840.874,1467.492,1671.472,2314.930,1303.551,6294.803,2041.445,2496.697,3392.260,3293.139,2462.552,2037.647,2082.662,5630.139,2362.317,4095.430,3449.691,2089.001,3444.643
305,4068.219,2272.401,4274.065,2864.752,10142.534,3145.843,2432.448,2451.720,1871.093,3400.927,3259.083,1639.486,3689.604,2960.802,2064.498,2146.015,2953.205,3843.967,6189.450,3991.284,5837.177,1467.191,1671.596,2313.140,1302.591,6293.883,2043.561,2494.940,3388.219,3289.669,2462.292,2033.636,2080.838,5628.803,2361.581,4096.405,3445.904,2088.254,3443.766
306,4070.927,2276.218,4278.727,2870.375,10156.634,3151.880,2435.257,2455.736,1872.687,3403.349,3262.116,1640.471,3689.078,2964.849,2065.847,2146.844,2958.595,3848.608,6190.044,3991.795,5840.312,1467.772,1671.744,2315.133,1303.909,6304.970,2044.889,2498.552,3398.489,3301.589,2463.585,2036.775,2086.620,5627.842,2363.028,4099.517,3447.998,2090.642,3450.382
307,4065.422,2272.496,4276.766,2866.831,10143.102,3147.318,2434.048,2454.271,1871.331,3405.423,3261.051,1639.693,3691.195,2964.506,2065.254,2148.190,2954.470,3840.799,6191.689,3989.297,5838.000,1467.174,1671.522,2313.502,1304.086,6301.605,2044.572,2490.349,3384.335,3288.488,2465.028,2035.099,2081.828,5621.861,2360.393,4099.229,3447.977,2088.510,3443.850
308,4069.670,2274.385,4281.459,2871.674,10154.102,3148.706,2435.645,2455.499,1871.671,3404.807,3263.852,1639.924,3684.795,2965.010,2065.887,2145.379,2957.837,3848.031,6189.238,3988.342,5838.443,1467.629,1671.021,2313.693,1303.269,6308.602,2044.766,2496.291,3392.640,3297.177,2457.178,2033.301,2083.425,5623.133,2360.522,4100.313,3444.417,2090.118,3446.874
309,4070.302,2271.666,4280.227,2868.424,10144.817,3144.676,2437.047,2456.535,1871.765,3399.173,3262.586,1638.222,3685.369,2968.297,2066.940,2147.321,2952.643,3843.470,6194.466,3988.504,5841.235,1466.842,1671.741,2313.929,1303.720,6307.526,2042.906,2492.883,3378.990,3281.937,2467.023,2036.670,2083.004,5623.733,2361.220,4100.996,3446.252,2088.232,3443.205
310,4068.067,2274.683,4279.351,2867.035,10145.531,3146.864,2434.838,2456.243,1871.296,3403.079,3262.391,1639.147,3685.115,2967.258,2064.470,2147.119,2957.032,3841.846,6198.564,3984.515,5834.205,1467.483,1670.741,2313.620,1303.209,6305.296,2043.374,2495.329,3391.155,3299.622,2454.120,2032.297,2080.748,5621.643,2361.028,4099.594,3443.984,2090.471,3445.287
311,4066.752,2272.892,4282.079,2869.615,10149.153,3147.604,2435.575,2455.563,1871.190,3402.609,3261.076,1639.849,3682.517,2967.417,2066.241,2143.914,2952.496,3839.751,6195.150,3983.286,5833.518,1466.331,1670.957,2312.932,1303.967,6309.242,2045.475,2489.923,3383.268,3285.520,2462.763,2037.402,2082.753,5626.298,2361.370,4102.235,3444.771,2089.180,3446.366
312,4074.035,2275.192,4288.463,2874.019,10154.457,3146.869,2434.647,2454.717,1873.336,3405.052,3265.051,1640.601,3686.649,2967.612,2067.089,2147.220,2960.130,3846.503,6209.735,3985.089,5832.229,1468.388,1673.426,2313.789,1304.774,6318.835,2045.061,2490.125,3380.956,3289.962,2461.076,2035.743,2085.604,5627.108,2363.825,4102.856,3448.612,2091.251,3448.292
313,4071.078,2275.057,4289.223,2871.470,10157.827,3149.236,2437.208,2456.234,1874.281,3404.742,3266.931,1642.240,3686.409,2967.649,2068.758,2152.150,2955.571,3844.940,6208.677,3984.747,5831.432,1467.899,1670.862,2315.196,1302.833,6323.867,2045.261,2497.644,3392.361,3298.815,2458.038,2035.865,2085.718,5627.534,2363.659,4104.274,3447.995,2091.215,3448.407
314,4070.197,2275.878,4290.653,2872.561,10161.724,3151.139,2437.022,2457.495,1874.328,3405.150,3264.282,1640.763,3689.285,2968.113,2069.675,2149.026,2959.894,3845.660,6212.646,3984.302,5834.121,1466.995,1672.489,2315.696,1303.287,6327.351,2045.662,2491.698,3381.106,3288.440,2461.749,2035.340,2085.189,5626.682,2364.906,4105.688,3448.894,2091.185,3446.987
315,4068.343,2273.858,4287.472,2872.742,10163.921,3149.350,2434.817,2457.298,1873.266,3405.248,3262.704,1642.197,3685.033,2967.388,2070.321,2149.173,2958.216,3842.572,6212.108,3980.142,5829.685,1468.111,1671.179,2314.402,1302.275,6326.628,2046.092,2492.857,3397.075,3292.014,2459.455,2035.714,2082.829,5620.509,2361.011,4102.837,3443.635,2087.645,3446.228
316,4068.022,2276.027,4290.236,2874.283,10162.840,3152.093,2436.011,2457.060,1874.968,3401.019,3259.958,1640.488,3684.476,2967.108,2068.399,2147.150,2961.573,3847.083,6216.099,3980.496,5827.569,1468.015,1671.216,2313.919,1301.240,6327.748,2046.249,2490.399,3374.969,3285.565,2457.035,2033.731,2080.467,5617.055,2361.176,4103.787,3444.440,2090.625,3445.768
317,4068.639,2274.011,4289.955,2876.429,10172.482,3151.338,2435.215,2458.005,1875.410,3400.808,3264.550,1641.473,3692.127,2967.579,2066.093,2149.369,2959.029,3846.146,6218.073,3977.786,5830.577,1468.603,1671.658,2315.402,1303.101,6335.801,2048.712,2496.199,3394.850,3296.562,2454.734,2034.890,2082.320,5618.361,2362.083,4104.143,3446.742,2092.322,3444.470
