 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27
755,1019.075,1144.971,1030.651,1117.686,995.419,1056.195,1364.751,1779.919,1159.200,1127.611,1198.845,893.852,1058.276,948.089,1268.548,1315.802,948.633,906.312,1037.411,1091.854,1073.753,1127.194,1092.270,1075.554,955.516,884.840,899.145
756,1014.885,1133.707,1024.935,1115.364,995.050,1056.800,1365.186,1796.152,1157.700,1130.665,1188.193,892.328,1052.446,947.874,1250.316,1297.973,945.441,908.037,1037.166,1090.347,1072.929,1124.488,1095.361,1072.482,954.167,886.268,896.966
757,1009.451,1121.494,1018.954,1112.679,993.916,1053.996,1360.385,1784.045,1152.218,1126.760,1173.289,890.832,1045.921,947.844,1234.960,1279.599,942.937,906.668,1036.355,1088.044,1071.709,1120.950,1099.332,1066.820,950.580,885.517,897.337
758,1007.805,1109.333,1013.907,1108.917,992.791,1052.223,1357.170,1767.119,1149.314,1121.717,1161.177,888.166,1039.897,948.165,1217.875,1263.575,941.785,905.492,1035.695,1083.590,1070.237,1117.009,1100.216,1061.039,947.034,885.046,897.385
759,1004.467,1099.203,1008.171,1104.606,990.243,1049.275,1359.568,1749.173,1142.762,1118.092,1148.683,888.135,1036.028,949.851,1202.426,1247.068,939.040,904.302,1035.073,1078.624,1067.493,1109.598,1097.932,1056.147,942.129,884.374,897.943
760,999.710,1090.039,1003.601,1102.744,991.027,1046.524,1362.742,1730.216,1137.419,1115.100,1136.568,887.693,1043.574,951.244,1187.026,1231.409,939.159,906.279,1032.194,1071.846,1069.762,1105.569,1094.772,1051.554,939.513,885.279,898.699
761,998.699,1078.976,999.182,1100.822,991.728,1045.322,1361.025,1712.028,1134.640,1124.403,1126.154,889.537,1052.856,950.615,1174.493,1216.067,939.760,902.922,1030.541,1065.832,1066.269,1100.338,1088.225,1044.788,933.808,885.698,899.670
762,996.413,1067.837,995.286,1098.761,991.812,1044.705,1353.890,1697.533,1131.238,1142.548,1116.213,887.265,1056.612,950.094,1161.709,1202.289,937.879,903.172,1028.529,1060.903,1068.121,1094.833,1084.370,1039.265,931.342,885.254,900.666
763,995.523,1060.423,992.417,1096.610,990.789,1043.071,1345.471,1677.387,1125.241,1143.719,1106.787,885.801,1055.870,949.615,1147.572,1187.796,935.487,902.418,1026.369,1057.139,1084.895,1089.651,1078.835,1034.101,928.280,885.566,897.847
764,992.414,1053.442,987.271,1095.178,989.879,1041.750,1335.906,1656.475,1122.461,1138.431,1097.724,885.598,1050.790,949.164,1136.331,1176.891,933.417,902.082,1024.817,1053.656,1127.516,1085.095,1075.320,1031.673,926.217,884.354,898.094
765,992.256,1042.954,985.079,1093.232,989.479,1041.274,1329.266,1636.983,1116.744,1133.732,1089.473,883.811,1047.087,947.919,1124.806,1161.827,933.720,900.910,1023.428,1048.118,1144.167,1081.428,1072.500,1029.677,924.739,885.083,899.887
766,987.885,1036.040,981.741,1091.299,987.788,1039.496,1327.929,1620.938,1113.061,1129.566,1079.406,882.410,1042.194,947.839,1112.768,1150.712,932.045,900.450,1021.943,1042.607,1141.493,1076.575,1063.561,1027.280,922.876,884.046,902.130
767,987.553,1028.054,978.279,1091.491,989.157,1038.642,1326.258,1600.168,1110.410,1128.253,1073.395,883.244,1051.064,947.989,1102.694,1140.501,932.849,900.407,1020.369,1039.624,1137.097,1075.489,1067.107,1027.057,919.164,886.056,906.038
768,985.820,1023.414,976.573,1090.728,988.203,1037.290,1326.731,1583.311,1108.071,1126.895,1066.361,882.310,1056.057,948.282,1094.824,1128.455,933.209,899.043,1021.485,1035.758,1130.092,1072.871,1062.186,1023.718,917.473,885.643,905.287
769,985.704,1018.613,974.591,1091.705,988.754,1037.904,1322.353,1571.521,1104.941,1121.889,1058.719,884.518,1055.959,946.877,1084.878,1117.200,933.006,899.308,1026.657,1031.039,1123.436,1071.537,1059.919,1022.141,917.144,885.485,904.379
770,987.365,1011.898,971.068,1089.992,989.689,1036.413,1314.816,1553.594,1102.880,1115.285,1052.463,882.732,1053.618,947.445,1076.523,1109.130,932.155,900.701,1027.663,1025.117,1116.298,1068.723,1056.596,1017.870,915.886,884.973,901.529
771,988.401,1006.899,969.122,1090.495,988.952,1034.973,1309.686,1539.967,1102.938,1108.984,1047.552,882.740,1055.557,947.578,1069.516,1098.919,934.244,898.763,1028.523,1022.825,1109.948,1067.124,1054.801,1017.899,913.051,884.339,900.632
772,987.828,1003.922,969.171,1088.320,990.451,1033.134,1308.905,1525.635,1106.166,1106.949,1042.307,882.102,1063.312,947.481,1066.263,1090.041,932.014,900.225,1027.000,1019.681,1105.142,1066.932,1051.484,1012.982,912.716,884.267,898.273
773,986.440,1000.389,967.860,1090.618,990.323,1034.453,1304.975,1515.930,1107.983,1103.045,1036.951,884.275,1068.634,950.021,1062.912,1081.365,931.088,902.268,1026.159,1014.505,1102.142,1068.047,1053.865,1012.155,912.008,887.677,899.776
774,985.827,1004.941,969.471,1090.731,991.932,1033.789,1303.694,1503.745,1109.647,1099.012,1033.119,883.784,1068.298,949.742,1061.771,1074.564,929.254,900.655,1023.644,1010.825,1098.344,1067.332,1048.749,1012.590,910.520,888.128,899.592
775,985.393,1045.753,975.219,1094.563,992.441,1033.849,1297.001,1491.636,1110.947,1098.653,1030.385,883.686,1063.000,950.115,1058.372,1065.472,930.347,899.858,1022.498,1009.463,1094.176,1074.281,1051.488,1010.718,909.336,889.088,897.823
776,984.210,1090.189,981.182,1095.118,993.753,1033.286,1294.185,1478.587,1110.447,1095.701,1024.134,884.314,1054.921,949.518,1069.403,1057.391,927.511,900.837,1021.308,1007.610,1090.124,1096.076,1050.148,1009.014,910.564,887.884,898.809
777,997.657,1127.490,985.068,1099.708,996.554,1033.422,1289.113,1471.076,1109.635,1093.477,1022.305,885.204,1050.253,950.223,1110.039,1051.763,928.788,899.945,1023.074,1007.841,1086.569,1110.594,1048.674,1013.880,911.047,887.456,897.961
778,1016.055,1151.061,989.808,1104.052,998.527,1033.270,1286.511,1456.215,1112.849,1091.499,1018.068,889.639,1046.180,950.531,1123.747,1045.622,929.190,900.404,1026.170,1009.859,1083.074,1110.865,1050.010,1032.517,915.310,888.297,898.058
779,1016.145,1169.593,992.913,1106.440,998.625,1031.983,1280.694,1443.967,1112.810,1086.466,1014.937,893.655,1044.377,949.252,1124.694,1039.300,930.899,898.108,1029.854,1009.255,1077.416,1111.266,1049.883,1059.098,924.209,888.217,898.706
780,1015.543,1181.571,995.193,1116.759,1000.604,1032.973,1274.582,1431.510,1109.587,1083.684,1013.362,895.858,1041.342,948.914,1119.859,1031.847,930.839,899.076,1029.231,1010.089,1076.168,1116.266,1047.296,1072.506,933.725,887.254,898.732
781,1013.217,1182.431,996.441,1135.548,1000.850,1032.908,1274.571,1419.940,1105.515,1082.939,1011.864,896.499,1042.830,950.197,1111.611,1029.269,931.545,898.267,1029.681,1008.786,1072.754,1138.327,1049.954,1074.300,938.262,887.240,899.776
782,1008.992,1176.116,995.743,1140.469,1003.341,1033.960,1272.968,1408.823,1103.992,1081.632,1010.267,898.468,1039.553,951.029,1103.597,1026.017,930.869,900.374,1029.671,1010.022,1072.258,1149.533,1061.320,1075.162,941.463,887.987,898.999
783,1003.776,1167.054,995.529,1142.670,1002.210,1031.165,1271.828,1394.823,1101.006,1084.170,1007.062,896.221,1037.538,948.457,1096.884,1022.270,930.870,901.500,1029.150,1011.624,1069.673,1147.985,1070.396,1073.051,946.676,887.052,898.689
784,1000.768,1158.727,997.150,1144.983,1002.656,1031.231,1285.266,1385.634,1100.081,1082.042,1008.784,896.592,1039.853,950.593,1091.249,1060.285,935.220,902.487,1031.178,1015.513,1068.144,1142.479,1075.345,1074.270,949.898,887.083,897.843
785,997.191,1147.973,996.979,1148.701,1002.242,1028.167,1324.944,1373.733,1099.089,1079.434,1007.572,895.839,1045.496,948.940,1081.127,1107.810,940.075,902.846,1033.270,1014.256,1065.973,1135.968,1073.561,1079.374,952.330,887.191,897.775
786,994.249,1138.275,1000.480,1149.327,1002.578,1028.577,1385.878,1363.788,1100.013,1077.031,1005.085,894.740,1046.536,948.459,1075.867,1122.922,938.948,903.834,1032.984,1013.853,1064.155,1130.281,1068.677,1080.167,950.556,886.621,897.416
787,994.830,1130.337,1009.705,1151.308,1004.419,1029.062,1406.912,1354.141,1098.348,1078.373,1006.412,895.092,1051.324,948.163,1066.408,1171.695,940.175,903.502,1034.844,1016.125,1065.243,1126.677,1067.670,1079.483,951.875,886.919,895.298
788,992.737,1122.896,1026.735,1153.201,1001.457,1026.742,1406.980,1346.447,1096.247,1076.854,1006.596,895.079,1058.074,948.286,1059.586,1223.474,944.036,906.037,1039.845,1019.262,1092.539,1121.832,1065.341,1074.531,949.297,887.213,895.384
789,994.720,1114.105,1036.958,1154.142,1001.005,1028.250,1401.261,1337.425,1095.131,1080.022,1005.164,894.566,1061.854,948.468,1057.283,1248.552,945.560,906.339,1048.358,1024.486,1124.355,1116.385,1063.788,1070.321,946.558,887.007,895.367
790,993.358,1105.423,1039.816,1157.562,998.917,1027.358,1391.017,1329.330,1093.238,1081.034,1005.633,893.205,1057.193,948.610,1054.046,1268.444,944.212,907.673,1055.921,1031.937,1128.478,1115.078,1060.401,1064.554,945.951,885.983,894.108
791,993.187,1096.304,1038.845,1160.328,1000.905,1026.287,1381.740,1320.922,1092.523,1087.479,1004.383,893.613,1058.193,947.762,1047.508,1304.646,945.920,905.591,1057.188,1034.496,1122.865,1112.391,1062.084,1060.346,942.034,886.777,893.361
792,998.004,1087.498,1032.475,1157.518,1000.697,1027.326,1371.343,1312.606,1092.508,1100.083,1005.834,893.858,1060.932,948.310,1044.917,1329.538,948.334,905.560,1054.738,1043.200,1118.928,1108.639,1062.120,1056.907,940.023,885.418,892.585
793,1006.213,1076.701,1029.443,1155.668,997.739,1028.491,1366.542,1302.626,1092.928,1101.578,1008.824,893.706,1061.455,947.521,1057.503,1357.977,949.655,903.628,1051.703,1054.863,1110.379,1104.872,1061.029,1054.601,936.539,885.897,893.779
794,1015.830,1068.029,1025.273,1152.046,997.227,1026.893,1363.052,1295.775,1090.839,1101.316,1011.310,892.736,1069.979,948.695,1096.722,1374.314,950.209,903.639,1049.235,1068.819,1105.097,1101.308,1064.357,1053.801,934.508,884.979,892.779
795,1016.978,1058.846,1019.391,1147.262,997.652,1029.506,1356.530,1288.729,1090.687,1100.329,1031.758,892.176,1069.745,949.613,1112.718,1367.773,951.688,901.940,1045.381,1080.626,1100.042,1097.970,1066.927,1053.047,934.922,885.775,893.047
796,1015.862,1050.178,1014.765,1147.225,995.816,1028.006,1348.051,1284.793,1091.743,1097.862,1071.114,892.565,1067.660,950.566,1124.634,1355.202,947.858,901.478,1042.506,1082.555,1095.213,1093.560,1066.230,1050.826,932.294,885.605,893.615
797,1011.692,1042.812,1009.874,1142.982,994.251,1026.956,1341.537,1275.904,1090.004,1096.968,1085.296,890.507,1061.776,949.929,1168.421,1339.598,945.749,902.732,1037.953,1080.349,1092.315,1092.774,1069.377,1051.992,930.893,884.956,897.575
798,1010.807,1035.326,1006.627,1141.002,993.842,1029.329,1337.040,1270.583,1087.593,1095.316,1085.971,889.882,1056.444,950.605,1180.952,1321.486,946.665,902.495,1036.549,1075.984,1089.158,1091.402,1069.046,1051.264,930.119,886.862,903.803
799,1018.806,1028.776,1003.310,1138.054,993.327,1029.112,1334.875,1262.485,1087.027,1095.733,1097.717,888.429,1052.312,950.989,1178.180,1306.680,944.451,902.673,1034.328,1075.203,1094.362,1090.285,1068.062,1052.014,928.628,886.191,906.425
800,1022.910,1021.223,997.109,1133.970,992.241,1027.921,1332.407,1258.600,1088.392,1093.969,1138.958,888.190,1045.649,949.085,1177.424,1287.572,942.230,902.472,1031.355,1068.611,1124.632,1089.220,1069.585,1049.767,926.547,885.528,905.207
801,1025.083,1015.601,993.835,1129.647,992.540,1028.841,1326.589,1252.849,1088.430,1093.464,1164.814,888.680,1039.713,949.797,1208.282,1274.073,940.320,902.127,1029.134,1064.821,1152.310,1089.055,1073.290,1047.062,927.335,885.132,904.213
802,1021.538,1010.098,991.811,1126.355,991.644,1028.265,1323.447,1247.125,1088.896,1097.042,1179.613,886.540,1033.535,949.376,1237.933,1257.217,940.040,901.459,1025.500,1060.106,1156.492,1087.257,1074.097,1045.626,925.688,888.220,907.388
803,1024.218,1006.355,988.472,1122.250,989.362,1029.531,1320.736,1242.940,1087.957,1095.854,1200.098,886.674,1030.832,949.304,1267.615,1243.114,940.549,901.102,1022.524,1062.201,1156.346,1088.331,1075.472,1041.481,925.563,887.603,911.539
804,1024.431,999.670,985.728,1122.999,991.425,1027.893,1315.466,1239.503,1090.485,1097.958,1213.933,888.875,1029.048,951.342,1280.626,1230.059,938.015,901.223,1020.938,1063.369,1151.345,1097.345,1077.999,1042.728,925.911,887.266,912.400
805,1023.892,997.985,984.241,1119.560,990.882,1027.413,1308.039,1235.883,1089.839,1093.674,1212.084,889.439,1034.555,951.272,1271.252,1213.505,938.415,900.038,1018.432,1063.639,1146.256,1119.625,1082.125,1043.236,925.133,886.702,913.001
806,1019.630,995.111,981.319,1118.320,990.491,1026.490,1303.917,1229.060,1088.429,1090.973,1203.545,889.753,1038.486,952.089,1256.406,1200.969,939.571,899.617,1017.492,1061.160,1142.153,1130.811,1084.519,1041.387,923.696,886.771,911.442
807,1017.684,993.069,977.765,1115.704,991.078,1027.685,1300.840,1226.349,1087.925,1091.220,1194.447,890.537,1047.903,952.667,1242.639,1188.695,936.979,900.266,1016.764,1056.628,1140.834,1133.085,1085.046,1041.443,924.307,887.566,909.389
808,1016.610,1002.815,978.376,1111.659,990.185,1027.991,1297.055,1221.632,1086.256,1090.801,1182.111,891.355,1056.084,952.447,1225.580,1174.153,937.355,901.691,1016.082,1052.178,1138.909,1131.025,1082.756,1039.782,924.635,887.619,908.219
809,1011.106,1046.248,985.705,1111.735,991.034,1029.166,1295.824,1216.744,1085.397,1091.719,1171.080,892.570,1059.554,953.146,1207.516,1160.257,933.537,902.162,1015.771,1050.073,1133.552,1129.259,1081.299,1042.082,929.076,887.102,907.290
810,1008.302,1085.525,989.459,1109.442,991.496,1028.023,1295.675,1214.344,1087.995,1095.566,1160.287,893.211,1057.839,953.216,1193.742,1150.966,935.958,900.988,1015.543,1045.830,1128.013,1131.649,1079.781,1046.384,938.572,886.961,905.406
811,1003.815,1121.987,993.194,1111.539,991.802,1027.908,1293.835,1212.727,1086.532,1099.929,1150.452,892.024,1058.439,954.685,1178.377,1140.252,934.873,902.252,1014.724,1040.702,1122.978,1134.516,1078.793,1050.065,943.389,886.704,904.711
812,998.908,1137.888,995.783,1108.798,992.100,1028.585,1289.455,1205.787,1086.492,1099.781,1139.083,892.886,1060.255,954.226,1164.663,1130.122,933.409,902.864,1016.711,1037.179,1117.999,1134.914,1078.599,1053.224,944.548,884.909,903.323
813,996.813,1138.699,993.565,1108.556,990.846,1027.991,1288.156,1204.281,1084.596,1099.931,1129.330,891.657,1058.271,953.837,1151.949,1117.985,933.814,901.757,1016.195,1033.220,1110.660,1131.911,1077.439,1057.714,944.636,885.392,903.863
814,996.202,1134.104,992.096,1106.458,991.283,1026.426,1294.756,1199.791,1082.988,1105.141,1122.341,892.404,1053.655,954.502,1141.000,1109.048,931.409,900.100,1016.394,1029.621,1105.687,1128.333,1072.828,1073.113,946.152,885.013,906.967
815,994.523,1126.339,991.251,1107.450,994.012,1025.620,1347.543,1199.404,1082.877,1107.166,1111.137,891.392,1048.896,955.578,1128.807,1098.798,932.305,903.306,1016.214,1026.021,1101.355,1127.048,1071.936,1089.754,948.710,886.338,912.991
816,991.724,1120.812,988.798,1104.801,991.505,1026.030,1391.665,1195.317,1081.088,1104.180,1105.304,891.592,1046.168,955.814,1116.339,1091.726,932.141,903.526,1017.635,1022.631,1095.346,1136.708,1073.930,1096.713,949.276,887.756,915.975
817,989.810,1114.324,986.880,1103.916,992.138,1027.119,1402.506,1192.453,1079.504,1104.395,1096.286,889.449,1039.661,956.220,1106.529,1080.482,931.530,904.355,1018.918,1020.745,1090.807,1145.930,1081.142,1101.072,950.131,886.309,916.210
818,990.620,1106.431,984.748,1102.793,991.105,1025.949,1400.448,1189.058,1077.933,1102.183,1088.785,888.674,1040.860,954.069,1095.500,1074.105,931.836,904.193,1019.024,1019.009,1083.693,1145.007,1085.616,1111.376,949.218,885.604,914.175
819,986.623,1099.512,983.575,1101.833,990.068,1026.341,1396.744,1187.084,1079.450,1101.048,1080.919,890.625,1046.234,954.718,1085.301,1065.605,932.437,905.455,1024.965,1015.104,1082.764,1140.161,1083.407,1120.937,951.115,886.891,913.493
820,987.226,1088.403,981.838,1100.979,987.976,1024.030,1391.692,1184.238,1080.832,1097.176,1074.626,887.792,1051.082,955.455,1080.676,1056.415,930.023,905.832,1033.421,1011.635,1078.489,1135.910,1079.580,1117.767,951.287,886.247,910.305
821,986.826,1079.079,981.910,1100.550,987.858,1024.258,1384.819,1182.545,1084.281,1095.177,1067.397,886.856,1049.655,955.774,1069.888,1050.613,931.430,905.517,1038.602,1008.960,1073.938,1129.702,1080.267,1108.726,948.255,886.023,906.869
822,985.959,1070.908,981.157,1098.338,986.937,1025.936,1375.496,1183.255,1087.990,1091.839,1059.800,886.912,1046.619,954.967,1063.034,1044.910,932.682,904.710,1038.009,1006.936,1072.121,1124.726,1073.988,1103.796,945.397,886.330,906.068
823,984.341,1062.638,981.401,1101.215,986.921,1026.258,1370.809,1181.208,1089.522,1089.661,1053.691,886.813,1040.784,956.201,1055.689,1036.949,931.379,903.800,1035.323,1004.177,1070.795,1118.338,1070.146,1094.987,942.582,883.941,903.017
824,981.712,1055.202,982.341,1099.581,988.527,1026.786,1362.188,1177.731,1094.284,1089.842,1050.095,889.327,1037.160,957.711,1049.989,1031.010,930.729,905.188,1033.359,1003.244,1069.801,1114.187,1069.652,1086.261,940.539,885.083,900.179
825,985.746,1045.626,979.999,1097.245,984.782,1026.525,1353.992,1175.906,1092.900,1090.291,1042.049,886.049,1037.843,956.225,1045.854,1026.424,932.535,905.949,1031.639,999.161,1068.335,1107.934,1065.788,1079.994,936.104,883.995,897.614
826,982.407,1041.017,979.046,1094.927,985.090,1028.804,1348.458,1171.752,1089.256,1089.586,1038.785,885.888,1038.204,957.786,1037.927,1020.865,931.294,905.544,1030.223,998.030,1072.231,1102.780,1061.678,1074.534,933.605,883.558,895.964
827,984.609,1033.533,978.625,1093.280,986.515,1027.160,1345.428,1167.146,1086.834,1090.331,1033.078,885.259,1036.373,956.177,1035.018,1017.491,931.292,904.013,1029.686,1000.630,1095.354,1097.115,1057.057,1069.332,930.054,883.028,895.678
828,984.006,1025.246,976.056,1092.357,985.000,1027.039,1346.589,1165.169,1083.342,1092.471,1029.775,885.146,1034.244,956.132,1033.387,1014.993,930.131,904.186,1029.685,1000.769,1135.806,1093.227,1056.462,1065.353,927.805,884.533,901.008
829,984.049,1020.220,975.760,1093.696,985.647,1025.609,1344.396,1162.626,1080.722,1090.361,1025.905,884.388,1029.243,954.571,1025.550,1011.625,929.660,903.988,1027.554,1000.145,1145.428,1086.693,1053.241,1060.162,925.981,885.168,904.084
830,982.699,1013.837,973.359,1090.771,984.035,1025.549,1339.436,1159.898,1079.117,1089.141,1021.669,885.864,1028.768,955.093,1022.130,1017.855,930.165,904.984,1027.211,999.509,1142.600,1083.850,1050.101,1055.285,923.579,885.178,903.958
831,984.003,1009.869,973.822,1094.982,983.562,1026.001,1339.334,1156.199,1077.703,1090.977,1021.481,884.583,1035.565,954.982,1021.666,1070.987,935.170,902.427,1026.050,1000.072,1134.627,1079.554,1048.897,1049.792,922.527,884.366,901.798
832,988.118,1007.211,975.142,1096.553,986.187,1025.455,1336.953,1157.229,1078.371,1091.744,1021.296,886.839,1042.612,955.286,1015.752,1130.809,938.950,902.659,1026.769,1002.812,1127.905,1075.475,1043.959,1044.360,919.637,885.293,901.610
833,992.988,1003.662,973.787,1100.046,986.521,1026.014,1332.239,1157.260,1080.011,1090.940,1021.095,890.244,1049.496,955.930,1014.716,1187.309,942.197,902.548,1026.141,1007.397,1122.219,1073.155,1044.930,1043.042,918.539,885.193,900.263
834,997.548,998.510,976.324,1100.403,987.668,1026.887,1330.483,1155.561,1079.604,1089.971,1019.444,890.196,1053.845,956.529,1015.503,1234.102,944.013,901.907,1024.177,1009.484,1116.015,1069.897,1042.133,1041.715,918.560,885.571,901.731
835,999.132,997.240,980.927,1104.316,989.155,1026.999,1326.979,1155.387,1076.688,1092.582,1022.006,890.458,1055.142,957.670,1065.980,1271.429,946.902,901.213,1022.976,1010.240,1111.291,1069.574,1042.132,1035.944,917.253,885.291,901.307
836,1000.495,995.397,993.771,1116.207,990.230,1025.952,1324.480,1152.540,1077.254,1091.348,1020.640,889.873,1057.904,959.818,1127.374,1282.399,946.545,902.215,1024.820,1011.073,1104.089,1076.541,1041.485,1032.337,917.036,884.025,900.706
837,999.805,992.641,1010.545,1138.360,993.632,1027.077,1318.646,1148.895,1076.909,1090.158,1018.973,890.738,1055.865,958.862,1187.254,1282.296,948.530,900.740,1028.543,1016.220,1100.885,1088.072,1048.458,1029.844,916.288,883.454,901.552
838,999.400,993.895,1022.000,1170.375,996.808,1027.274,1316.047,1147.804,1075.757,1087.412,1019.221,890.819,1052.373,959.847,1239.496,1296.222,949.460,900.104,1030.209,1038.327,1096.843,1095.715,1052.493,1030.962,918.694,884.643,904.300
839,1003.009,993.855,1030.043,1187.795,998.611,1027.222,1314.295,1144.493,1075.116,1087.103,1020.962,891.894,1048.527,958.818,1266.366,1322.857,950.151,901.479,1030.788,1061.715,1092.527,1097.417,1054.958,1029.578,922.609,885.140,908.086
840,1009.422,1020.277,1038.904,1195.524,1000.220,1027.797,1310.858,1145.107,1075.600,1086.332,1020.963,892.425,1045.593,957.492,1289.227,1320.790,949.079,899.064,1029.303,1073.676,1088.734,1096.238,1061.920,1033.443,924.532,885.580,912.125
841,1008.786,1077.407,1049.667,1196.500,1002.631,1029.025,1306.917,1144.694,1076.380,1086.580,1025.061,892.423,1043.118,956.601,1319.366,1310.814,948.157,898.935,1027.771,1078.286,1084.514,1093.064,1061.474,1035.738,925.419,884.856,913.394
842,1006.226,1122.417,1055.095,1195.083,1003.289,1030.209,1302.081,1142.142,1075.914,1084.928,1058.157,892.311,1042.665,956.145,1336.388,1295.267,946.989,898.222,1025.976,1086.170,1082.021,1089.387,1063.733,1039.434,927.168,885.279,911.849
843,1002.766,1155.979,1061.274,1195.438,1004.874,1031.687,1297.159,1147.401,1080.716,1085.380,1095.012,895.033,1041.198,957.506,1347.474,1282.220,947.249,898.138,1024.300,1095.463,1075.414,1088.144,1061.016,1040.972,928.001,884.960,911.736
844,998.201,1174.058,1061.947,1188.888,1005.449,1031.080,1296.026,1145.684,1082.961,1083.252,1106.878,894.304,1038.542,955.423,1349.571,1262.579,945.150,899.836,1023.539,1110.887,1071.365,1092.575,1060.930,1043.391,929.669,883.600,910.112
845,999.211,1183.577,1060.494,1185.423,1004.012,1033.953,1291.925,1150.056,1082.045,1085.369,1108.024,895.656,1036.731,954.530,1342.981,1246.215,941.825,898.835,1022.505,1117.799,1069.302,1100.561,1067.312,1044.492,932.247,884.056,908.529
846,998.986,1180.519,1055.056,1180.735,1002.452,1034.433,1291.011,1162.339,1082.056,1087.635,1106.485,896.247,1041.556,953.902,1331.335,1230.820,939.642,896.747,1023.059,1115.984,1067.017,1102.242,1074.149,1048.382,938.677,884.494,909.482
847,998.055,1169.455,1049.572,1173.761,1002.241,1036.134,1293.495,1214.648,1085.541,1091.867,1100.775,897.231,1041.777,952.519,1315.980,1215.807,938.853,897.595,1024.004,1110.714,1063.690,1104.823,1078.613,1052.601,946.520,883.158,908.041
848,999.857,1159.910,1045.738,1173.224,999.662,1038.442,1306.547,1285.179,1093.655,1090.574,1097.691,896.033,1051.059,951.877,1301.678,1201.862,940.921,899.283,1025.802,1104.742,1061.409,1115.709,1087.497,1075.244,958.333,885.177,909.247
849,997.640,1149.444,1038.756,1165.778,997.871,1042.794,1368.400,1366.592,1103.187,1089.710,1091.130,894.921,1055.573,950.613,1288.156,1190.371,940.421,897.476,1026.563,1098.915,1058.944,1139.732,1096.906,1096.886,966.936,885.725,910.596
850,995.335,1138.642,1031.769,1162.593,997.227,1044.472,1421.323,1426.697,1113.790,1089.963,1084.386,895.320,1055.515,952.443,1268.962,1176.297,938.682,899.617,1025.977,1094.845,1057.412,1153.772,1102.722,1104.616,968.826,885.657,909.797
851,996.095,1126.783,1026.799,1157.049,994.451,1047.813,1440.213,1491.044,1122.556,1091.419,1079.984,894.691,1050.243,951.261,1253.135,1164.554,937.123,900.414,1031.619,1089.731,1060.224,1156.209,1110.515,1102.693,967.895,885.456,908.426
852,1004.533,1116.058,1020.881,1153.076,995.124,1049.290,1481.162,1543.396,1126.300,1087.720,1074.624,894.494,1046.233,949.920,1235.901,1151.691,939.454,900.034,1041.273,1086.028,1060.449,1153.286,1111.552,1103.562,966.841,885.822,907.062
853,1020.890,1103.853,1015.685,1148.126,992.739,1050.326,1537.731,1588.776,1129.015,1086.927,1068.020,894.616,1042.206,949.748,1221.398,1139.784,936.890,904.894,1041.565,1081.946,1066.251,1151.111,1115.200,1102.764,965.817,884.680,905.234
854,1025.877,1095.050,1011.613,1146.152,991.596,1049.171,1565.062,1606.091,1130.081,1085.336,1063.526,895.072,1036.390,949.097,1208.542,1130.181,934.614,904.651,1041.548,1076.133,1087.086,1149.652,1111.274,1102.680,965.581,885.579,903.286
855,1023.910,1085.772,1007.729,1140.230,989.952,1051.043,1571.546,1612.648,1132.274,1080.538,1055.499,895.357,1032.389,948.684,1193.256,1120.689,936.469,906.483,1039.546,1070.836,1132.577,1146.511,1109.368,1101.166,963.197,885.034,902.875
856,1021.684,1076.093,1002.709,1136.032,987.892,1051.245,1562.817,1647.571,1134.086,1077.549,1052.353,894.331,1028.501,948.398,1179.971,1111.199,934.444,907.557,1037.190,1066.292,1151.048,1141.577,1103.175,1097.082,958.758,885.043,899.296
857,1020.692,1067.779,998.980,1130.771,987.305,1053.807,1549.749,1676.234,1135.505,1074.128,1047.220,895.711,1025.623,949.049,1167.038,1101.314,934.370,906.119,1035.601,1060.999,1151.466,1136.356,1099.787,1093.056,957.871,885.581,899.569
858,1017.848,1059.034,996.148,1127.315,986.370,1053.159,1536.267,1688.032,1136.105,1072.098,1040.281,889.995,1023.977,949.262,1154.752,1091.425,934.043,907.853,1034.548,1056.264,1146.040,1131.966,1094.362,1086.872,953.132,884.574,895.046
859,1018.096,1050.554,991.594,1125.718,987.682,1052.423,1525.206,1679.225,1134.164,1072.163,1036.807,891.320,1017.888,948.894,1144.524,1083.419,936.801,906.277,1033.863,1051.094,1141.500,1126.520,1091.748,1081.003,950.764,886.255,895.295
860,1020.345,1042.772,988.011,1121.563,986.942,1049.941,1513.128,1662.181,1129.345,1069.510,1031.792,892.307,1015.510,948.386,1128.877,1073.707,931.077,906.964,1032.522,1046.008,1136.430,1122.549,1086.499,1073.377,947.687,885.322,893.397
861,1020.793,1035.948,985.781,1116.250,984.996,1049.674,1498.773,1643.778,1124.577,1068.600,1027.567,890.305,1018.820,949.851,1120.962,1066.994,934.043,906.409,1032.190,1043.452,1130.661,1118.072,1082.478,1067.444,945.851,886.253,896.119
862,1020.477,1028.653,982.519,1113.465,983.619,1047.455,1484.356,1622.155,1118.751,1065.220,1020.672,891.930,1027.671,950.094,1109.991,1060.763,933.116,907.631,1030.309,1036.454,1123.560,1113.096,1076.168,1061.344,942.658,885.530,899.121
